Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Rating_Imputed,Promo Used,Subscription Used,Freq_per_Year,Est_Annual_Spend,CLV_Score,Value_Tier,Promo_Dependent,Satisfaction_Flag,Age_Group,Loyalty_Score_A,Loyal_A,Loyalty_Score_B,Loyal_B,Loyal_Both,Segment
1929,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,0,No,10,Paypal,Weekly,0,0,0,52,4784,11471.530985067406,Premium,0,Neutral,18-25,0.6734693877551021,1,0.6257363302017481,1,1,Champions
1930,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,0,No,46,Venmo,Quarterly,0,0,0,4,132,508.21948342572773,Low,0,Promoter,56+,0.5908763505402161,1,0.47599270885972045,1,1,At-Risk Loyalists
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,0,No,26,Cash,Weekly,0,0,0,52,2704,8911.942885675706,Premium,0,Neutral,56+,0.8040816326530613,1,0.5387596864230424,1,1,Champions
1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,Store Pickup,0,No,6,Debit Card,Every 3 Months,0,0,0,4,168,326.9129050412926,Low,0,Detractor,46-55,0.26434573829531816,0,0.2315318036834672,0,0,Growth Prospects
1933,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5.0,No,Free Shipping,0,No,47,Credit Card,Every 3 Months,0,0,0,4,144,557.4529455707363,Mid,0,Promoter,36-45,0.5990396158463387,1,0.5132040593142078,1,1,At-Risk Loyalists
1934,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,0,No,28,Venmo,Annually,0,0,0,1,67,225.60882060909375,Low,0,Promoter,46-55,0.4204081632653061,0,0.3970392966898104,0,0,Growth Prospects
1935,34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Free Shipping,0,No,23,Bank Transfer,Annually,0,0,0,1,43,136.65631470496166,Low,0,Detractor,26-35,0.3795918367346939,0,0.22685069053131207,0,0,Growth Prospects
1936,19,Male,Blouse,Clothing,68,North Carolina,Xl,Violet,Spring,4.8,No,Free Shipping,0,No,45,Cash,Fortnightly,0,0,0,26,1768,6769.03798899272,Premium,0,Promoter,18-25,0.7552621048419368,1,0.6420352037759629,1,1,Champions
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,0,No,44,Paypal,Every 3 Months,0,0,0,4,240,913.5989975448767,Mid,0,Promoter,56+,0.5745498199279713,1,0.4379667516605654,1,1,At-Risk Loyalists
1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,2-Day Shipping,0,No,11,Bank Transfer,Monthly,0,0,0,12,636,1580.4006292651682,High,0,Promoter,36-45,0.3679071628651461,0,0.47837287920971616,1,0,Growth Prospects
1939,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,0,No,39,Debit Card,Bi-Weekly,0,0,0,26,598,2205.949913560134,High,0,Neutral,46-55,0.7062825130052022,1,0.40976402532905887,0,0,Growth Prospects
1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,0,No,20,Paypal,Every 3 Months,0,0,0,4,228,694.1511158009405,Mid,0,Neutral,56+,0.3786314525810324,0,0.36056740983683067,0,0,Growth Prospects
1941,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,0,No,48,Paypal,Fortnightly,0,0,0,26,2314,9005.672169827989,Premium,0,Neutral,46-55,0.7797519007603042,1,0.5890658214379279,1,1,Champions
1942,55,Male,Shoes,Footwear,99,Vermont,Xl,Peach,Winter,3.3,No,Standard,0,No,46,Credit Card,Quarterly,0,0,0,4,396,1524.6584502771832,Mid,0,Neutral,46-55,0.5908763505402161,1,0.3330013869174956,0,0,At-Risk Loyalists
1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,0,No,22,Paypal,Monthly,0,0,0,12,336,1053.5260565521944,Mid,0,Neutral,56+,0.45770308123249304,0,0.3334095464415695,0,0,Growth Prospects
1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,0,No,45,Cash,Annually,0,0,0,1,53,202.91799401392203,Low,0,Neutral,26-35,0.5591836734693878,1,0.3604810068212694,0,0,At-Risk Loyalists
1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,0,No,49,Cash,Every 3 Months,0,0,0,4,180,704.1641409770663,Mid,0,Detractor,26-35,0.6153661464585836,1,0.24081377241361168,0,0,At-Risk Loyalists
1946,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,0,No,9,Credit Card,Every 3 Months,0,0,0,4,152,349.99293413509497,Low,0,Detractor,26-35,0.28883553421368546,0,0.25609966957211855,0,0,Growth Prospects
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,0,No,41,Credit Card,Quarterly,0,0,0,4,196,732.5832451835402,Mid,0,Promoter,56+,0.5500600240096039,1,0.4575130020289339,1,1,At-Risk Loyalists
1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Store Pickup,0,No,2,Paypal,Monthly,0,0,0,12,384,421.8671188485541,Low,0,Detractor,56+,0.29443777511004404,0,0.2218680771251386,0,0,Growth Prospects
1949,54,Male,T-Shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,0,No,39,Paypal,Bi-Weekly,0,0,0,26,962,3548.7020348576066,High,0,Neutral,46-55,0.7062825130052022,1,0.35880138084971824,0,0,Growth Prospects
1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,0,No,12,Paypal,Quarterly,0,0,0,4,320,820.7837943876917,Mid,0,Promoter,56+,0.3133253301320528,0,0.48368310688667887,1,0,Growth Prospects
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,0,No,26,Paypal,Every 3 Months,0,0,0,4,312,1028.3011021933507,Mid,0,Promoter,36-45,0.4276110444177671,0,0.4767889063607031,1,0,Growth Prospects
1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,0,No,32,Bank Transfer,Bi-Weekly,0,0,0,26,1378,4818.18741970081,Premium,0,Detractor,26-35,0.649139655862345,1,0.3420360661815276,0,0,Champions
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,0,No,50,Cash,Bi-Weekly,0,0,0,26,2132,8382.652248968263,Premium,0,Promoter,56+,0.7960784313725491,1,0.657736908308372,1,1,Champions
1954,25,Male,Skirt,Clothing,33,Colorado,Xl,Green,Spring,4.8,No,Standard,0,No,3,Paypal,Fortnightly,0,0,0,26,858,1189.4405618408662,Mid,0,Promoter,18-25,0.4124049619847939,0,0.5047536155071968,1,0,Growth Prospects
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,0,No,3,Venmo,Quarterly,0,0,0,4,308,426.9786632249263,Low,0,Promoter,26-35,0.2398559423769508,0,0.41399384263773276,0,0,Growth Prospects
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,0,No,37,Cash,Monthly,0,0,0,12,672,2444.457899336131,High,0,Promoter,46-55,0.5801520608243298,1,0.5476323259599929,1,1,Growth Prospects
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,0,No,20,Credit Card,Fortnightly,0,0,0,26,962,2928.830585089933,High,0,Promoter,56+,0.5511804721888756,1,0.5595499333649117,1,1,Growth Prospects
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,0,No,26,Cash,Bi-Weekly,0,0,0,26,1404,4627.354959870078,High,0,Promoter,56+,0.6001600640256102,1,0.5533407842152493,1,1,Growth Prospects
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,0,No,47,Cash,Quarterly,0,0,0,4,268,1037.4818709233148,Mid,0,Detractor,36-45,0.5990396158463387,1,0.24901479192489182,0,0,At-Risk Loyalists
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,0,No,7,Credit Card,Every 3 Months,0,0,0,4,360,748.5989550047409,Mid,0,Neutral,46-55,0.2725090036014406,0,0.28990705592085214,0,0,Growth Prospects
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,0,No,40,Credit Card,Annually,0,0,0,1,72,267.3771888027102,Low,0,Neutral,56+,0.5183673469387755,0,0.30206697440310043,0,0,At-Risk Loyalists
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,0,No,45,Debit Card,Quarterly,0,0,0,4,236,903.5593695714265,Mid,0,Detractor,46-55,0.5827130852340936,1,0.23371973454296557,0,0,At-Risk Loyalists
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,0,No,20,Paypal,Fortnightly,0,0,0,26,1170,3562.091252136405,High,0,Promoter,36-45,0.5511804721888756,1,0.5151308119668745,1,1,Growth Prospects
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,0,No,11,Credit Card,Weekly,0,0,0,52,1560,3876.4543736692804,High,0,Neutral,46-55,0.6816326530612244,1,0.46286546830733916,1,1,Growth Prospects
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,0,No,50,Debit Card,Monthly,0,0,0,12,612,2406.277287227287,High,0,Promoter,36-45,0.6862745098039216,1,0.5106929221517774,1,1,Growth Prospects
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,0,No,25,Debit Card,Quarterly,0,0,0,4,360,1172.9147536877335,Mid,0,Promoter,56+,0.41944777911164466,0,0.5163470110486661,1,0,Growth Prospects
1967,67,Male,Jacket,Outerwear,95,Indiana,Xl,Purple,Winter,3.7,No,Express,0,No,5,Credit Card,Fortnightly,0,0,0,26,2470,4425.645888993296,High,0,Neutral,56+,0.4287314925970388,0,0.4523778918238682,1,0,Growth Prospects
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,0,No,4,Venmo,Annually,0,0,0,1,81,130.36447090716212,Low,0,Neutral,36-45,0.22448979591836737,0,0.34669588468358237,0,0,Growth Prospects
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,0,No,25,Credit Card,Weekly,0,0,0,52,3640,11859.471398398195,Premium,0,Promoter,56+,0.7959183673469388,1,0.6952812977000355,1,1,Champions
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,0,No,11,Bank Transfer,Fortnightly,0,0,0,26,832,2067.4423326236165,High,0,Neutral,56+,0.4777110844337735,0,0.37035615568496955,0,0,Growth Prospects
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,0,No,4,Credit Card,Bi-Weekly,0,0,0,26,2444,3933.466257988941,High,0,Detractor,26-35,0.42056822729091636,0,0.34426820069650965,0,0,Growth Prospects
1972,54,Male,Hat,Accessories,29,Pennsylvania,Xl,Indigo,Spring,3.4,No,Next Day Air,0,No,1,Venmo,Monthly,0,0,0,12,348,241.21521883486096,Low,0,Neutral,46-55,0.2862745098039216,0,0.31342327979317236,0,0,Growth Prospects
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,0,No,48,Paypal,Every 3 Months,0,0,0,4,124,482.58571696571767,Low,0,Neutral,46-55,0.607202881152461,1,0.30736201027995974,0,0,At-Risk Loyalists
1974,24,Male,Skirt,Clothing,20,Maryland,Xl,Red,Fall,4.5,No,Standard,0,No,9,Venmo,Every 3 Months,0,0,0,4,80,184.2068074395237,Low,0,Promoter,18-25,0.28883553421368546,0,0.44402063285256216,1,0,Growth Prospects
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,0,No,2,Paypal,Fortnightly,0,0,0,26,1144,1256.8124582363175,Mid,0,Promoter,26-35,0.4042416966786715,0,0.4824112478117854,1,0,Growth Prospects
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,0,No,4,Cash,Quarterly,0,0,0,4,308,495.70687702970287,Low,0,Detractor,46-55,0.24801920768307323,0,0.25968484606104086,0,0,Growth Prospects
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,0,No,43,Paypal,Fortnightly,0,0,0,26,1326,5017.835454575614,Premium,0,Neutral,26-35,0.7389355742296919,1,0.4069482484097608,0,0,Champions
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,0,No,32,Bank Transfer,Annually,0,0,0,1,49,171.32887051185753,Low,0,Detractor,18-25,0.45306122448979597,0,0.2157037813846674,0,0,At-Risk Loyalists
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,0,No,1,Cash,Quarterly,0,0,0,4,312,216.26192033470292,Low,0,Neutral,36-45,0.2235294117647059,0,0.3608093235901717,0,0,Growth Prospects
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,0,No,38,Debit Card,Fortnightly,0,0,0,26,2548,9334.755074338338,Premium,0,Detractor,46-55,0.6981192476990796,1,0.465162646413765,1,1,Champions
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,0,No,25,Paypal,Fortnightly,0,0,0,26,2444,7962.787938924503,Premium,0,Promoter,46-55,0.5919967987194878,1,0.6234064785430118,1,1,Champions
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,0,No,42,Paypal,Quarterly,0,0,0,4,364,1369.0768421124567,Mid,0,Promoter,56+,0.5582232893157264,1,0.4971734243174833,1,1,At-Risk Loyalists
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,0,No,32,Paypal,Monthly,0,0,0,12,924,3230.772986795028,High,0,Detractor,36-45,0.5393357342937175,0,0.3029789877031419,0,0,Growth Prospects
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,0,No,21,Debit Card,Quarterly,0,0,0,4,388,1199.3244719030267,Mid,0,Detractor,56+,0.3867947178871549,0,0.240996801308566,0,0,Growth Prospects
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,0,No,26,Paypal,Fortnightly,0,0,0,26,1508,4970.121993934528,Premium,0,Neutral,26-35,0.6001600640256102,1,0.42977429639187276,1,1,Champions
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,0,No,6,Credit Card,Fortnightly,0,0,0,26,2522,4907.5853959175,Premium,0,Neutral,18-25,0.4368947579031613,0,0.488235632785261,1,0,Champions
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,0,No,14,Venmo,Quarterly,0,0,0,4,192,519.9456386116243,Low,0,Neutral,56+,0.32965186074429775,0,0.32028122164746603,0,0,Growth Prospects
1988,69,Male,Belt,Accessories,23,Vermont,Xl,White,Summer,3.4,No,Express,0,No,4,Cash,Quarterly,0,0,0,4,92,148.06828794393724,Low,0,Neutral,56+,0.24801920768307323,0,0.3111314731203755,0,0,Growth Prospects
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,0,No,26,Bank Transfer,Weekly,0,0,0,52,4108,13539.297845545783,Premium,0,Neutral,46-55,0.8040816326530613,1,0.7006121008074588,1,1,Champions
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,0,No,39,Paypal,Bi-Weekly,0,0,0,26,1092,4028.2563638924184,High,0,Promoter,26-35,0.7062825130052022,1,0.47860043639281086,1,1,Growth Prospects
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,0,No,15,Paypal,Annually,0,0,0,1,95,263.3959286127792,Low,0,Neutral,26-35,0.3142857142857143,0,0.31396901864028404,0,0,Growth Prospects
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,0,No,1,Venmo,Every 3 Months,0,0,0,4,116,80.40507294495366,Low,0,Neutral,46-55,0.2235294117647059,0,0.34546667315161267,0,0,Growth Prospects
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,0,No,28,Venmo,Monthly,0,0,0,12,1176,3959.939896064094,High,0,Promoter,26-35,0.5066826730692278,0,0.5849195636540815,1,0,Growth Prospects
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,0,No,17,Cash,Weekly,0,0,0,52,4992,14428.735815417653,Premium,0,Promoter,26-35,0.7306122448979593,1,0.8544960196322056,1,1,Champions
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,0,No,24,Credit Card,Weekly,0,0,0,52,3432,11047.181830947664,Premium,0,Detractor,26-35,0.7877551020408164,1,0.519295554389755,1,1,Champions
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,0,No,29,Debit Card,Quarterly,0,0,0,4,320,1088.3831621318898,Mid,0,Neutral,56+,0.45210084033613446,0,0.2862671779963384,0,0,Growth Prospects
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,0,No,18,Cash,Every 3 Months,0,0,0,4,108,317.99940974997554,Low,0,Neutral,56+,0.3623049219687875,0,0.3033124941711602,0,0,Growth Prospects
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,0,No,10,Debit Card,Bi-Weekly,0,0,0,26,650,1558.6319273189408,High,0,Promoter,36-45,0.4695478191276511,0,0.5018372774899246,1,0,Growth Prospects
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,0,No,19,Cash,Quarterly,0,0,0,4,180,539.2318092397184,Mid,0,Neutral,18-25,0.37046818727491,0,0.32075574264472706,0,0,Growth Prospects
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,0,No,26,Debit Card,Monthly,0,0,0,12,1068,3519.9537728926234,High,0,Promoter,36-45,0.49035614245698284,0,0.5380940525676966,1,0,Growth Prospects
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,0,No,25,Cash,Bi-Weekly,0,0,0,26,702,2287.1837696910807,High,0,Neutral,26-35,0.5919967987194878,1,0.38776272020560765,0,0,Growth Prospects
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,0,No,2,Debit Card,Fortnightly,0,0,0,26,2340,2570.752755483377,High,0,Detractor,46-55,0.4042416966786715,0,0.27473971115550866,0,0,Growth Prospects
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,0,No,19,Paypal,Every 3 Months,0,0,0,4,260,778.8903911240376,Mid,0,Detractor,26-35,0.37046818727491,0,0.24265235278423564,0,0,Growth Prospects
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,0,No,32,Cash,Quarterly,0,0,0,4,288,1006.9941777023463,Mid,0,Neutral,56+,0.4765906362545019,0,0.29626466631051357,0,0,At-Risk Loyalists
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,0,No,13,Cash,Bi-Weekly,0,0,0,26,1820,4803.08433989977,Premium,0,Neutral,36-45,0.49403761504601845,0,0.40166446683051577,0,0,Champions
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,0,No,30,Paypal,Fortnightly,0,0,0,26,2132,7321.260719962332,Premium,0,Neutral,18-25,0.6328131252501001,1,0.4876222079595824,1,1,Champions
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,0,No,2,Credit Card,Annually,0,0,0,1,97,106.56539200080665,Low,0,Promoter,56+,0.20816326530612245,0,0.4301103271421549,1,0,Growth Prospects
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,0,No,8,Paypal,Quarterly,0,0,0,4,100,219.72245773362195,Low,0,Neutral,26-35,0.280672268907563,0,0.2888944673799504,0,0,Growth Prospects
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,0,No,27,Paypal,Every 3 Months,0,0,0,4,192,639.7832659536391,Mid,0,Detractor,56+,0.4357743097238896,0,0.21522973182775518,0,0,Growth Prospects
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,0,No,26,Venmo,Bi-Weekly,0,0,0,26,2574,8483.484093095143,Premium,0,Neutral,36-45,0.6001600640256102,1,0.564217796202263,1,1,Champions
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,0,No,3,Debit Card,Bi-Weekly,0,0,0,26,546,756.9167211714603,Mid,0,Promoter,18-25,0.4124049619847939,0,0.44611170798851907,1,0,Growth Prospects
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,0,No,4,Bank Transfer,Monthly,0,0,0,12,1128,1815.445965225665,High,0,Neutral,56+,0.31076430572228897,0,0.38815598407652985,0,0,Growth Prospects
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,0,No,5,Cash,Fortnightly,0,0,0,26,1378,2469.0445485962596,High,0,Neutral,46-55,0.4287314925970388,0,0.3442372610479999,0,0,Growth Prospects
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,0,No,25,Debit Card,Quarterly,0,0,0,4,280,912.267030646015,Mid,0,Promoter,36-45,0.41944777911164466,0,0.5099339796669253,1,0,Growth Prospects
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,0,No,47,Paypal,Bi-Weekly,0,0,0,26,676,2616.9318833737343,High,0,Neutral,46-55,0.7715886354541817,1,0.43187591212778753,1,1,Growth Prospects
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,0,No,8,Credit Card,Fortnightly,0,0,0,26,2132,4684.48279888082,Premium,0,Promoter,56+,0.45322128851540616,0,0.5547463695780199,1,0,Champions
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,0,No,20,Debit Card,Fortnightly,0,0,0,26,1222,3720.406418898023,High,0,Neutral,46-55,0.5511804721888756,1,0.3990260316173653,0,0,Growth Prospects
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,0,No,42,Bank Transfer,Every 3 Months,0,0,0,4,128,481.433614808776,Low,0,Promoter,56+,0.5582232893157264,1,0.40333366371624835,0,0,At-Risk Loyalists
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,0,No,20,Bank Transfer,Weekly,0,0,0,52,5044,15356.571175876945,Premium,0,Promoter,56+,0.7551020408163265,1,0.8173246759284349,1,1,Champions
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,0,No,23,Cash,Fortnightly,0,0,0,26,1768,5618.799172055168,Premium,0,Promoter,26-35,0.575670268107243,1,0.6017344860737939,1,1,Champions
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,0,No,26,Cash,Quarterly,0,0,0,4,92,303.2169916723983,Low,0,Promoter,36-45,0.4276110444177671,0,0.48294878444861505,1,0,Growth Prospects
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,0,No,48,Venmo,Quarterly,0,0,0,4,132,513.7202793506027,Low,0,Promoter,56+,0.607202881152461,1,0.44012805159925833,1,1,At-Risk Loyalists
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,0,No,16,Cash,Bi-Weekly,0,0,0,26,988,2799.2147839275417,High,0,Promoter,56+,0.5185274109643858,0,0.44836083893997836,1,0,Growth Prospects
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,0,No,28,Cash,Bi-Weekly,0,0,0,26,1768,5953.3790274160865,Premium,0,Promoter,46-55,0.616486594637855,1,0.5379665591841523,1,1,Champions
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,0,No,39,Paypal,Weekly,0,0,0,52,1196,4411.899827120268,High,0,Neutral,56+,0.9102040816326531,1,0.452039680827285,1,1,Growth Prospects
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,0,No,43,Debit Card,Fortnightly,0,0,0,26,754,2853.2789839743687,High,0,Neutral,36-45,0.7389355742296919,1,0.32969104588551734,0,0,Growth Prospects
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,0,No,45,Bank Transfer,Every 3 Months,0,0,0,4,140,536.0097955084733,Mid,0,Neutral,36-45,0.5827130852340936,1,0.34467646754142006,0,0,At-Risk Loyalists
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,0,No,50,Credit Card,Every 3 Months,0,0,0,4,292,1148.093084755503,Mid,0,Promoter,46-55,0.6235294117647059,1,0.5037362934872311,1,1,At-Risk Loyalists
2029,29,Male,Shoes,Footwear,84,Ohio,Xl,Purple,Fall,3.7,No,2-Day Shipping,0,No,10,Venmo,Bi-Weekly,0,0,0,26,2184,5237.0032757916415,Premium,0,Neutral,26-35,0.4695478191276511,0,0.4723406995653811,1,0,Champions
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,0,No,40,Paypal,Quarterly,0,0,0,4,92,341.6486301367963,Low,0,Promoter,18-25,0.5418967587034815,0,0.4598943645620636,1,0,At-Risk Loyalists
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,0,No,38,Credit Card,Monthly,0,0,0,12,804,2945.5035634882356,High,0,Detractor,56+,0.5883153261304522,1,0.3079601588310987,0,0,Growth Prospects
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,0,No,2,Credit Card,Monthly,0,0,0,12,612,672.3507206648832,Mid,0,Promoter,18-25,0.29443777511004404,0,0.39603102833113263,0,0,Growth Prospects
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,0,No,13,Cash,Annually,0,0,0,1,36,95.0060638661493,Low,0,Promoter,46-55,0.2979591836734694,0,0.4058259190022551,0,0,Growth Prospects
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,0,No,33,Venmo,Annually,0,0,0,1,55,193.94982885388887,Low,0,Neutral,56+,0.46122448979591835,0,0.3362603522000176,0,0,At-Risk Loyalists
